population,TAT_median,TAT_mean,TAT_IQR,TAT_SD
All,0.4246,0.41516433333333336,0.5874499999999999,0.3288752492627776
Bo,0.49645,0.4481393888888889,0.6355749999999999,0.33219230398148747
Mave,0.28795000000000004,0.36092833333333335,0.4546000000000001,0.2913332676657521
Rey,0.35414999999999996,0.39590477777777777,0.6043000000000001,0.3249003735092561
Tess,0.3373,0.38993972222222223,0.7336,0.36203303861734165
